"esu_dps_name","esa_pop_name","popid","commonpopname","spawningyear","popfit","popfitnotes","tsaej","nosaej","phosej","nosaij","tsaij","phosij"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Wind River - summer","314","Wind River (Upper Gorge) Summer Steelhead","2022","Same",NA,"208","208","0.002",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Wind River - summer","314","Wind River (Upper Gorge) Summer Steelhead","2023","Same",NA,"935","935","0.002",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","1996","Same",NA,NA,"215","0.719","215",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","1997","Same",NA,NA,"197","0.743","197",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","1998","Same",NA,NA,"141","0.600","141",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","1999","Same",NA,NA,"139","0.560","139",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2000","Same",NA,NA,"229","0.359","229",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2001","Same",NA,NA,"271","0.520","271",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2002","Same",NA,NA,"440","0.365","440",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2003","Same",NA,NA,"910","0.256","910",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2004","Same",NA,NA,"425","0.363","425",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2005","Same",NA,NA,"673","0.399","673",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2006","Same",NA,NA,"560","0.319","560",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2007","Same",NA,NA,"412","0.445","412",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2008","Same",NA,NA,"365","0.398","365",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2009","Same",NA,NA,"800","0.522","800",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2010","Same",NA,NA,"600","0.276","600",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2011","Same",NA,NA,"1036","0.244","1036",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2012","Same",NA,NA,"1084","0.165","1084",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2013","Same",NA,NA,"1059","0.357","1059",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2014","Same",NA,NA,"617","0.178","617",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2015","Same",NA,NA,"843","0.281","843",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2016","Same",NA,NA,"824","0.143","824",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2017","Same",NA,NA,"739","0.037","739",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2018","Same",NA,NA,"617","0.015","617",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2019","Same",NA,NA,"367","0.011","367",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2020","Same",NA,NA,NA,"0.010","331",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2021","Same",NA,NA,NA,"0.007",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2022","Same",NA,NA,"866","0.007",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer","295","East Fork Lewis Summer Steelhead","2023","Same",NA,NA,NA,"0.004",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1953","Same",NA,NA,NA,NA,NA,"500",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1954","Same",NA,NA,NA,NA,NA,"582",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1955","Same",NA,NA,NA,NA,NA,"107",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1956","Same",NA,NA,NA,NA,NA,"153",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1957","Same",NA,NA,NA,NA,NA,"260",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1958","Same",NA,NA,NA,NA,NA,"290",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1959","Same",NA,NA,NA,NA,NA,"143",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1960","Same",NA,NA,NA,NA,NA,"131",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1961","Same",NA,NA,NA,NA,NA,"255",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1962","Same",NA,NA,NA,NA,NA,"182",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1963","Same",NA,NA,NA,NA,NA,"113",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1964","Same",NA,NA,NA,NA,NA,"184",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1965","Same",NA,NA,NA,NA,NA,"195",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1966","Same",NA,NA,NA,NA,NA,"270",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1967","Same",NA,NA,NA,NA,NA,"160",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1968","Same",NA,NA,NA,NA,NA,"110",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1969","Same",NA,NA,NA,NA,NA,"200",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1970","Same",NA,NA,NA,NA,NA,"252",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1972","Same",NA,NA,NA,NA,NA,"158",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1973","Same",NA,NA,NA,NA,NA,"60",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1986","Same",NA,NA,"154",NA,"154",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1987","Same",NA,NA,"419",NA,"419",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1988","Same",NA,NA,"447",NA,"447",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1989","Same",NA,NA,"260",NA,"260",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1990","Same",NA,NA,"306",NA,"306",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1991","Same",NA,NA,"333",NA,"333",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1992","Same",NA,NA,"196",NA,"196",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1993","Same",NA,NA,"170",NA,"170",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1994","Same",NA,NA,"152",NA,"152",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1995","Same",NA,NA,"154",NA,"154",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1996","Same",NA,NA,"103",NA,"103",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1997","Same",NA,NA,"148",NA,"148",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1998","Same",NA,NA,"120",NA,"120",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","1999","Same",NA,NA,"135","0.100","135",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2000","Same",NA,NA,"140","0.067","140",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2001","Same",NA,NA,"184","0.049","184",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2002","Same",NA,NA,"404","0.036","404",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2003","Same",NA,NA,"607","0.025","607",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2004","Same",NA,NA,NA,"0.019",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2005","Same",NA,NA,"608","0.014","608",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2006","Same",NA,NA,"636","0.026","636",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2007","Same",NA,NA,"681","0.012","681",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2008","Same",NA,NA,"755","0.008","755",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2009","Same",NA,NA,"433","0.014","433",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2010","Same",NA,NA,"787","0.019","787",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2011","Same",NA,NA,NA,"0.013",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2012","Same",NA,NA,"842","0.009","842",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2013","Same",NA,NA,NA,"0.013",NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2014","Same",NA,NA,"544","0.024","544",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2015","Same",NA,NA,"783","0.054","783",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2016","Same",NA,NA,"624","0.032","624",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2017","Same",NA,NA,"567","0.031","567",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2018","Same",NA,NA,"876","0.027","876",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2019","Same",NA,NA,"456","0.017","456",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2020","Same",NA,NA,"392","0.011","392",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2021","Same",NA,NA,"128","0.010","128",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2022","Same",NA,NA,NA,"0.010","479",NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Washougal River - summer","308","Washougal Summer Steelhead","2023","Same",NA,NA,NA,"0.009",NA,NA,NA
"Steelhead (Middle Columbia River DPS)","Steelhead (Middle Columbia River DPS) Klickitat River - summer and winter","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1989","Same",NA,"441",NA,NA,NA,"441",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1990","Same",NA,"525",NA,NA,NA,"525",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1991","Same",NA,"716",NA,NA,NA,"716",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1992","Same",NA,"1224",NA,NA,NA,"1224",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1993","Same",NA,"1086",NA,NA,NA,"1086",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1994","Same",NA,"704",NA,NA,NA,"704",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1995","Same",NA,"256",NA,NA,NA,"256",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1996","Same",NA,"329",NA,NA,NA,"329",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1997","Same",NA,"158",NA,NA,NA,"158",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","1998","Same",NA,"775",NA,NA,NA,"775",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2000","Same",NA,"1064",NA,NA,NA,"1064",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2001","Same",NA,"1130",NA,NA,NA,"1130",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2002","Same",NA,"724",NA,NA,NA,"724",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2003","Same",NA,"1200",NA,NA,NA,"1200",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2004","Same",NA,"1132",NA,NA,NA,"1132",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2005","Same",NA,"396",NA,NA,NA,"396",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2006","Same",NA,"718",NA,NA,NA,"718",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2007","Same",NA,"724",NA,NA,NA,"724",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2008","Same",NA,"764",NA,"0.127",NA,"764",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2009","Same",NA,"568",NA,"0.161",NA,"568",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2010","Same",NA,"422",NA,"0.146",NA,"422",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2011","Same",NA,"318",NA,"0.134",NA,"318",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2012","Same",NA,"488",NA,"0.125",NA,"488",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2013","Same",NA,"834",NA,"0.166",NA,"834",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2014","Same",NA,"386",NA,"0.168",NA,"386",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2015","Same",NA,"950",NA,"0.177",NA,"950",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2016","Same",NA,"1020",NA,"0.055",NA,"1020",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2017","Same",NA,"792",NA,"0.027",NA,"792",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2018","Same",NA,"426",NA,"0.015",NA,"426",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2019","Same",NA,"636",NA,"0.012",NA,"636",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2020","Same",NA,"272",NA,"0.008",NA,"272",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2021","Same",NA,"358",NA,"0.006",NA,"358",NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2022","Same",NA,NA,NA,"0.006",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Grays and Chinook Rivers - winter","532","Grays River Winter Steelhead","2023","Same",NA,NA,NA,"0.005",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2005","Same",NA,"274",NA,NA,NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2006","Same",NA,"398",NA,NA,NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2007","Same",NA,"376",NA,"0.062",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2008","Same",NA,"528",NA,"0.068",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2009","Same",NA,"396",NA,"0.068",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2010","Same",NA,"398",NA,"0.074",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2011","Same",NA,"270",NA,"0.082",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2012","Same",NA,"184",NA,"0.072",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2013","Same",NA,"402",NA,"0.071",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2014","Same",NA,"310",NA,"0.076",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2015","Same",NA,"666",NA,"0.060",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2016","Same",NA,"436",NA,"0.063",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2017","Same",NA,"224",NA,"0.071",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2018","Same",NA,"184",NA,"0.086",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2019","Same",NA,"196",NA,"0.098",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2020","Same",NA,"232",NA,"0.125",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2021","Same",NA,"148",NA,"0.131",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2022","Same",NA,NA,NA,"0.108",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Mill Creek - winter","534","Mill Creek Winter Steelhead","2023","Same",NA,NA,NA,"0.106",NA,NA,NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1992","Same",NA,"582",NA,NA,NA,"582",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1993","Same",NA,"636",NA,NA,NA,"636",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1994","Same",NA,"438",NA,NA,NA,"438",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1995","Same",NA,"154",NA,NA,NA,"154",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1996","Same",NA,"164",NA,NA,NA,"164",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1997","Same",NA,"192",NA,NA,NA,"192",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1998","Same",NA,"344",NA,NA,NA,"344",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","1999","Same",NA,"316",NA,NA,NA,"316",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2000","Same",NA,"650",NA,NA,NA,"650",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2001","Same",NA,"656",NA,NA,NA,"656",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2002","Same",NA,"370",NA,NA,NA,"370",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2003","Same",NA,"668",NA,NA,NA,"668",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2004","Same",NA,"768",NA,NA,NA,"768",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2005","Same",NA,"376",NA,NA,NA,"376",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2006","Same",NA,"632",NA,NA,NA,"632",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2007","Same",NA,"490",NA,NA,NA,"490",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2008","Same",NA,"666",NA,NA,NA,"666",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2009","Same",NA,"222",NA,NA,NA,"222",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2010","Same",NA,"534",NA,NA,NA,"534",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2011","Same",NA,"442",NA,NA,NA,"442",NA
NA,"Steelhead (Southwest Washington DPS) Elochoman River - winter","533","Elochoman Winter Steelhead","2012","Same",NA,"378",NA,"0.091",NA,"378",NA
